time_s,time_ns,time_ps,p_left,p_right,population_imbalance,omega_rad_s,tau_p_s
1.53579362256744e-08,15.357936225674399,15357.936225674399,0.9925509482870402,0.007449051712959842,-0.9851018965740803,11253517.47192591,2.7916539530214507e-07
1.5497553827725983e-08,15.497553827725984,15497.553827725984,0.9924152403740314,0.007584759625968662,-0.9848304807480628,11253517.47192591,2.7916539530214507e-07
1.563717142977757e-08,15.63717142977757,15637.17142977757,0.9922783168676459,0.007721683132354162,-0.9845566337352918,11253517.47192591,2.7916539530214507e-07
1.5776789031829154e-08,15.776789031829153,15776.789031829154,0.9921401781058978,0.007859821894102115,-0.9842803562117957,11253517.47192591,2.7916539530214507e-07
1.591640663388074e-08,15.916406633880742,15916.40663388074,0.9920008244298015,0.007999175570198525,-0.9840016488596031,11253517.47192591,2.7916539530214507e-07
1.6056024235932325e-08,16.056024235932323,16056.024235932326,0.99186025618337,0.008139743816629963,-0.9837205123667401,11253517.47192591,2.7916539530214507e-07
1.6195641837983912e-08,16.195641837983914,16195.641837983912,0.9917184737136152,0.008281526286384788,-0.9834369474272304,11253517.47192591,2.7916539530214507e-07
1.6335259440035496e-08,16.335259440035497,16335.259440035496,0.9915754773705461,0.008424522629453868,-0.9831509547410922,11253517.47192591,2.7916539530214507e-07
1.6474877042087083e-08,16.474877042087083,16474.877042087082,0.9914312675071685,0.008568732492831521,-0.982862535014337,11253517.47192591,2.7916539530214507e-07
1.6614494644138666e-08,16.614494644138667,16614.494644138667,0.9912858444794839,0.008714155520516187,-0.9825716889589677,11253517.47192591,2.7916539530214507e-07
1.6754112246190253e-08,16.754112246190253,16754.112246190252,0.9911392086464885,0.008860791353511532,-0.982278417292977,11253517.47192591,2.7916539530214507e-07
1.6893729848241837e-08,16.893729848241836,16893.729848241837,0.9909913603701728,0.009008639629827231,-0.9819827207403455,11253517.47192591,2.7916539530214507e-07
1.7033347450293424e-08,17.033347450293423,17033.347450293426,0.99084230001552,0.009157699984480017,-0.98168460003104,11253517.47192591,2.7916539530214507e-07
1.7172965052345008e-08,17.17296505234501,17172.965052345007,0.9906920279505058,0.009307972049494129,-0.9813840559010116,11253517.47192591,2.7916539530214507e-07
1.7312582654396595e-08,17.312582654396596,17312.582654396596,0.9905405445460971,0.009459455453902865,-0.9810810890921942,11253517.47192591,2.7916539530214507e-07
1.745220025644818e-08,17.45220025644818,17452.200256448177,0.9903878501762511,0.009612149823748972,-0.9807757003525022,11253517.47192591,2.7916539530214507e-07
