theta,x_p_A,y_p_A,d_A,k,xi_p,eta_p,delta,tau_s,tau_ns,tau_ps,tau_log10_s,tau_ratio,phi,phi_inv2
-0.31199999999999994,0.8482784516469336,-0.3069626921963675,0.9021099854945409,-0.36186548367508226,8.482784516469335,-3.069626921963675,9.021099854945408,2.42698420145081e-05,24269.8420145081,24269842.0145081,-4.614933050715888,86.93714343871478,1.618033988749895,0.38196601125010515
-0.311,0.8479719648666323,-0.30601081732530144,0.90149823822339,-0.3608737434773924,8.479719648666322,-3.060108173253014,9.0149823822339,2.3593525722316682e-05,23593.52572231668,23593525.722316682,-4.627207155030775,84.51450688141716,1.618033988749895,0.38196601125010515
-0.31,0.8476664301142867,-0.3050586364434435,0.9008879777261054,-0.35988052092886813,8.476664301142867,-3.0505863644344346,9.008879777261054,2.2938048614930278e-05,22938.048614930278,22938048.614930276,-4.639443531152059,82.16651849024507,1.618033988749895,0.38196601125010515
-0.309,0.8473618476954315,-0.3041061505029745,0.9002792076370273,-0.35888581876804043,8.473618476954314,-3.041061505029745,9.002792076370273,2.2302720192167897e-05,22302.720192167897,22302720.192167897,-4.651642164198401,79.89070482044995,1.618033988749895,0.38196601125010515
-0.308,0.8470582179146494,-0.3031533604563804,0.8996719315910315,-0.35788963974956267,8.470582179146493,-3.031533604563804,8.996719315910315,2.1686874221781872e-05,21686.874221781873,21686874.221781872,-4.663803039320867,77.68467935758953,1.618033988749895,0.38196601125010515
-0.307,0.8467555410755699,-0.30220026725645105,0.899066153223472,-0.35689198664420757,8.467555410755699,-3.0220026725645104,8.99066153223472,2.1089867843033396e-05,21089.867843033397,21089867.843033396,-4.675926141702959,75.54613930644055,1.618033988749895,0.38196601125010515
-0.306,0.8464538174808699,-0.3012468718562797,0.8984618761701197,-0.3558928622388639,8.464538174808698,-3.0124687185627965,8.984618761701197,2.051108070484209e-05,20511.08070484209,20511080.70484209,-4.688011456560709,73.4728625037592,1.618033988749895,0.38196601125010515
-0.305,0.8461530474322729,-0.3002931752092615,0.8978591040671039,-0.35489226933653195,8.461530474322728,-3.002931752092615,8.978591040671038,1.9949914137128222e-05,19949.914137128224,19949914.137128223,-4.70005896914273,71.46270444994128,1.618033988749895,0.38196601125010515
-0.304,0.8458532312305491,-0.2993391782690932,0.8972578405508512,-0.3538902107563199,8.45853231230549,-2.9933917826909315,8.972578405508512,1.940579035401711e-05,19405.79035401711,19405790.354017112,-4.712068664730281,69.51359545481603,1.618033988749895,0.38196601125010515
-0.303,0.8455543691755145,-0.29838488198977153,0.8966580892580249,-0.3528866893334387,8.455543691755144,-2.983848819897715,8.966580892580248,1.887815168763183e-05,18878.15168763183,18878151.68763183,-4.724040528637357,67.62353789301038,1.618033988749895,0.38196601125010515
-0.302,0.8452564615660312,-0.29743028732559273,0.8960598538254642,-0.3518817079191977,8.452564615660311,-2.9743028732559273,8.960598538254642,1.8366459851257167e-05,18366.45985125717,18366459.851257168,-4.735974546210717,65.79060356452439,1.618033988749895,0.38196601125010515
-0.301,0.8449595087000068,-0.2964753952311514,0.8954631378901223,-0.35087526938099894,8.449595087000068,-2.964753952311514,8.954631378901222,1.7870195230699127e-05,17870.195230699126,17870195.230699126,-4.747870702829992,64.01293115630587,1.618033988749895,0.38196601125010515
-0.3,0.8446635108743941,-0.29552020666133955,0.894867945089005,-0.34986737660233197,8.44663510874394,-2.955202066613395,8.94867945089005,1.7388856202723636e-05,17388.856202723637,17388856.202723637,-4.759728983907726,62.28872380082569,1.618033988749895,0.38196601125010515
-0.299,0.8443684683851908,-0.2945647225713457,0.8942742790591076,-0.3488580324827677,8.443684683851908,-2.945647225713457,8.942742790591076,1.6921958479494523e-05,16921.958479494522,16921958.479494523,-4.771549374889461,60.61624672778524,1.618033988749895,0.38196601125010515
-0.298,0.8440743815274395,-0.29360894391665376,0.8936821434373534,-0.3478472399379521,8.440743815274395,-2.9360894391665373,8.936821434373533,1.646903447798209e-05,16469.034477982088,16469034.477982089,-4.783331861253801,58.99382500527114,1.618033988749895,0.38196601125010515
-0.297,0.8437812505952271,-0.29265287165304243,0.8930915418605293,-0.3468350018996,8.437812505952271,-2.926528716530424,8.930915418605293,1.6029632713352026e-05,16029.632713352026,16029632.713352026,-4.795076428512474,57.41984136681018,1.618033988749895,0.38196601125010515
-0.296,0.8434890758816844,-0.2916965067365838,0.8925024779652233,-0.34582132131548776,8.434890758816843,-2.916965067365838,8.925024779652233,1.560331721538542e-05,15603.317215385421,15603317.215385422,-4.806783062210429,55.89273412092393,1.618033988749895,0.38196601125010515
-0.295,0.8431978576789861,-0.29073985012364273,0.89191495538776,-0.3448062011494463,8.431978576789861,-2.907398501236427,8.919149553877599,1.5189666967022574e-05,15189.666967022575,15189666.967022574,-4.818451747925886,54.4109951399333,1.618033988749895,0.38196601125010515
-0.294,0.8429075962783504,-0.2897829027708758,0.891328977764137,-0.3437896443813538,8.429075962783504,-2.897829027708758,8.913289777641369,1.4788275364156705e-05,14788.275364156705,14788275.364156704,-4.830082471270397,52.97316792488239,1.618033988749895,0.38196601125010515
-0.293,0.8426182919700387,-0.2888256656352302,0.8907445487299596,-0.3427716540071268,8.426182919700386,-2.888256656352302,8.907445487299595,1.4398749695839398e-05,14398.749695839399,14398749.695839398,-4.841675217888949,51.57784574357938,1.618033988749895,0.38196601125010515
-0.292,0.8423299450433552,-0.2878681396739431,0.8901616719203758,-0.34175223303871305,8.423299450433552,-2.878681396739431,8.901616719203757,1.402071064409805e-05,14020.71064409805,14020710.644098049,-4.853229973460032,50.22366983888965,1.618033988749895,0.38196601125010515
-0.291,0.8420425557866469,-0.2869103258445403,0.8895803509700114,-0.34073138450408247,8.420425557866468,-2.869103258445403,8.895803509700114,1.3653791802594546e-05,13653.791802594546,13653791.802594546,-4.864746723695686,48.90932770452023,1.618033988749895,0.38196601125010515
-0.29,0.8417561244873029,-0.28595222510483553,0.8890005895129037,-0.33970911144721805,8.417561244873028,-2.859522251048355,8.890005895129036,1.3297639213384324e-05,13297.639213384324,13297639.213384325,-4.876225454341608,47.63355142564171,1.618033988749895,0.38196601125010515
-0.289,0.8414706514317546,-0.28499383841292947,0.8884223911824355,-0.33868541692810683,8.414706514317546,-2.8499383841292945,8.884223911824355,1.295191092107099e-05,12951.91092107099,12951910.921070991,-4.887666151177194,46.39511608182287,1.618033988749895,0.38196601125010515
-0.288,0.841186136905475,-0.2840351667272088,0.8878457596112681,-0.3376603040227304,8.41186136905475,-2.840351667272088,8.87845759611268,1.2616276543672384e-05,12616.276543672384,12616276.543672385,-4.899068800015661,45.192838209827514,1.618033988749895,0.38196601125010515
-0.287,0.8409025811929786,-0.28307621100634506,0.8872706984312752,-0.33663377582305454,8.409025811929785,-2.8307621100634504,8.872706984312751,1.2290416859551161e-05,12290.416859551162,12290416.859551162,-4.910433386704062,44.02557432395606,1.618033988749895,0.38196601125010515
-0.286,0.840619984577821,-0.2821169722092939,0.8866972112734738,-0.33560583543701933,8.40619984577821,-2.8211697220929386,8.866972112734738,1.1974023409777097e-05,11974.023409777097,11974023.409777097,-4.921759897123432,42.89221949166523,1.618033988749895,0.38196601125010515
-0.285,0.8403383473425989,-0.281157451295294,0.8861253017679588,-0.33457648598852824,8.403383473425988,-2.81157451295294,8.861253017679587,1.1666798115328316e-05,11666.798115328316,11666798.115328316,-4.9330483171888035,41.79170596234235,1.618033988749895,0.38196601125010515
-0.284,0.8400576697689496,-0.28019764922386625,0.8855549735438327,-0.3335457306174374,8.400576697689495,-2.8019764922386625,8.855549735438327,1.1368452908548012e-05,11368.452908548012,11368452.908548012,-4.944298632849318,40.72300184714426,1.618033988749895,0.38196601125010515
-0.283,0.8397779521375504,-0.27923756695481267,0.8849862302291382,-0.33251357247954433,8.397779521375503,-2.7923756695481265,8.849862302291381,1.1078709378307927e-05,11078.709378307927,11078709.378307927,-4.955510830088303,39.685109847935365,1.618033988749895,0.38196601125010515
-0.282,0.8394991947281191,-0.2782772054482154,0.8844190754507891,-0.33148001474657574,8.39499194728119,-2.7827720544821535,8.84419075450789,1.0797298428346673e-05,10797.298428346672,10797298.428346673,-4.9666848949233335,38.67706603341932,1.618033988749895,0.38196601125010515
-0.28099999999999997,0.8392213978194131,-0.2773165656644358,0.8838535128345008,-0.3304450606061761,8.39221397819413,-2.7731656566443577,8.838535128345008,1.0523959948271823e-05,10523.959948271824,10523959.948271824,-4.97782081340633,37.697938660633696,1.618033988749895,0.38196601125010515
-0.27999999999999997,0.838944561689229,-0.2763556485641137,0.8832895460047201,-0.32940871326189536,8.38944561689229,-2.763556485641137,8.832895460047201,1.0258442496738499e-05,10258.442496738498,10258442.496738499,-4.988918571623645,36.746827040062136,1.618033988749895,0.38196601125010515
-0.27899999999999997,0.8386686866144034,-0.27539445510816607,0.8827271785845568,-0.3283709759331754,8.386686866144034,-2.7539445510816605,8.827271785845568,1.0000502996335075e-05,10000.502996335075,10000502.996335074,-4.999978155696102,35.82286044268264,1.618033988749895,0.38196601125010515
-0.27799999999999997,0.8383937728708108,-0.2744329862577863,0.8821664141957112,-0.32733185185533814,8.383937728708108,-2.7443298625778625,8.821664141957111,9.749906439722366e-06,9749.906439722366,9749906.439722367,-5.010999551779131,34.92519704732705,1.618033988749895,0.38196601125010515
-0.27699999999999997,0.8381198207333654,-0.2734712429744431,0.8816072564584048,-0.32629134427957124,8.381198207333654,-2.7347124297444307,8.816072564584047,9.506425606597811e-06,9506.425606597812,9506425.606597811,-5.021982746062807,34.053022926816766,1.618033988749895,0.38196601125010515
-0.27599999999999997,0.837846830476019,-0.2725092262198797,0.881049708991308,-0.325249456472915,8.37846830476019,-2.725092262198797,8.81049708991308,9.269840791065286e-06,9269.840791065286,9269840.791065287,-5.032927724771962,33.205551071372554,1.618033988749895,0.38196601125010515
-0.27499999999999997,0.8375748023717621,-0.2715469369561128,0.8804937754114696,-0.32420619171824755,8.37574802371762,-2.715469369561128,8.804937754114695,9.039939539014435e-06,9039.939539014435,9039939.539014434,-5.043834474166252,32.38202044787953,1.618033988749895,0.38196601125010515
-0.27399999999999997,0.8373037366926225,-0.2705843761454316,0.8799394593342436,-0.32316155331427143,8.373037366926225,-2.7058437614543163,8.799394593342434,8.816516395124681e-06,8816.516395124681,8816516.395124681,-5.054702980540251,31.581695093628735,1.618033988749895,0.38196601125010515
-0.27299999999999996,0.837033633709666,-0.2696215447503968,0.8793867643732179,-0.3221155445754978,8.37033633709666,-2.6962154475039677,8.79386764373218,8.59937265912741e-06,8599.37265912741,8599372.65912741,-5.065533230223513,30.803863243222445,1.618033988749895,0.38196601125010515
-0.27199999999999996,0.8367644936929955,-0.26865844373383974,0.8788356941401413,-0.3210681688322319,8.367644936929954,-2.6865844373383974,8.788356941401412,8.388316150971464e-06,8388.316150971465,8388316.150971464,-5.076325209580693,30.047836487372148,1.618033988749895,0.38196601125010515
-0.27099999999999996,0.8364963169117512,-0.2676950740588613,0.8782862522448499,-0.32001942943055733,8.36496316911751,-2.676950740588613,8.782862522448498,8.183160984554749e-06,8183.160984554749,8183160.984554749,-5.087078905011598,29.312948962381192,1.618033988749895,0.38196601125010515
-0.26999999999999996,0.8362291036341095,-0.2667314366888311,0.8777384422951944,-0.3189693297323205,8.362291036341094,-2.6673143668883106,8.777384422951943,7.983727349694149e-06,7983.727349694149,7983727.349694149,-5.097794302951296,28.598556569137934,1.618033988749895,0.38196601125010515
-0.26899999999999996,0.835962854127284,-0.26576753258738645,0.8771922678969658,-0.31791787311511405,8.359628541272839,-2.657675325873864,8.771922678969657,7.789841302022283e-06,7789.841302022282,7789841.302022283,-5.10847138987019,27.904036220503674,1.618033988749895,0.38196601125010515
-0.26799999999999996,0.8356975686575239,-0.26480336271843136,0.8766477326538215,-0.3168650629722606,8.356975686575238,-2.6480336271843132,8.766477326538213,7.601334560509484e-06,7601.334560509484,7601334.560509484,-5.119110152274107,27.228785116014972,1.618033988749895,0.38196601125010515
-0.26699999999999996,0.8354332474901148,-0.2638389280461356,0.8761048401672105,-0.3158109027127957,8.354332474901147,-2.638389280461356,8.761048401672104,7.418044312322841e-06,7418.0443123228415,7418044.312322841,-5.129710576704388,26.57222004286805,1.618033988749895,0.38196601125010515
-0.26599999999999996,0.835169890889378,-0.26287422953493383,0.8755635940362988,-0.3147553957614508,8.351698908893779,-2.6287422953493382,8.755635940362987,7.239813024744456e-06,7239.813024744456,7239813.024744456,-5.140272649737976,25.933776702190087,1.618033988749895,0.38196601125010515
-0.26499999999999996,0.8349074991186698,-0.26190926814952437,0.8750239978578936,-0.31369854555863536,8.349074991186697,-2.6190926814952435,8.750239978578936,7.066488263882769e-06,7066.4882638827685,7066488.263882768,-5.15079635798751,25.312909059644007,1.618033988749895,0.38196601125010515
-0.26399999999999996,0.834646072440382,-0.26094404485486866,0.8744860552263685,-0.31264035556041947,8.34646072440382,-2.6094404485486864,8.744860552263685,6.897922519920803e-06,6897.922519920803,6897922.519920804,-5.161281688101396,24.709088719449177,1.618033988749895,0.38196601125010515
-0.26299999999999996,0.8343856111159413,-0.2599785606161898,0.8739497697335864,-0.3115808292385146,8.343856111159413,-2.599785606161898,8.739497697335864,6.733973038654748e-06,6733.973038654748,6733973.038654748,-5.171728626763925,24.12180432093478,1.618033988749895,0.38196601125010515
-0.26199999999999996,0.8341261154058092,-0.25901281639897195,0.8734151449688246,-0.3105199700802559,8.341261154058092,-2.590128163989719,8.734151449688245,6.57450165908765e-06,6574.501659087649,6574501.65908765,-5.18213716069533,23.550560956783215,1.618033988749895,0.38196601125010515
-0.26099999999999995,0.833867585569481,-0.25804681316895933,0.8728821845186965,-0.3094577815885828,8.33867585569481,-2.580468131689593,8.728821845186964,6.419374656849439e-06,6419.374656849439,6419374.656849439,-5.192507276651908,22.994879612144082,1.618033988749895,0.38196601125010515
-0.25999999999999995,0.8336100218654868,-0.25708055189215506,0.8723508919670756,-0.3083942672820195,8.336100218654868,-2.5708055189215506,8.723508919670756,6.26846259322641e-06,6268.46259322641,6268462.5932264095,-5.202838961426094,22.45429662384177,1.618033988749895,0.38196601125010515
-0.25899999999999995,0.8333534245513902,-0.2561140335348203,0.8718212708950182,-0.3073294306946555,8.333534245513901,-2.561140335348203,8.718212708950182,6.121640169589611e-06,6121.64016958961,6121640.169589611,-5.21313220184656,21.928363158922558,1.618033988749895,0.38196601125010515
-0.25799999999999995,0.8330977938837885,-0.25514725906347335,0.8712933248806848,-0.3062632753761255,8.330977938837885,-2.5514725906347335,8.712933248806847,5.978786087020521e-06,5978.786087020521,5978786.087020521,-5.223386984778298,21.41664471181891,1.618033988749895,0.38196601125010515
-0.25699999999999995,0.8328431301183123,-0.2541802294448886,0.8707670574992628,-0.3051958048915889,8.328431301183123,-2.541802294448886,8.707670574992626,5.8397829109402096e-06,5839.782910940209,5839782.910940209,-5.233603297122725,20.918720619436808,1.618033988749895,0.38196601125010515
-0.25599999999999995,0.8325894335096254,-0.2532129456460956,0.8702424723228874,-0.30412702282170895,8.325894335096255,-2.5321294564609556,8.702424723228873,5.704516940555855e-06,5704.5169405558545,5704516.940555855,-5.243781125817773,20.434183593499355,1.618033988749895,0.38196601125010515
-0.25499999999999995,0.8323367043114245,-0.252245408634378,0.8697195729205638,-0.3030569327626319,8.323367043114244,-2.52245408634378,8.697195729205637,5.572878082945329e-06,5572.878082945329,5572878.082945329,-5.253920457837978,19.962639269504432,1.618033988749895,0.38196601125010515
-0.25399999999999995,0.8320849427764385,-0.25127761937727283,0.8691983628580869,-0.3019855383259653,8.320849427764385,-2.512776193772728,8.69198362858087,5.444759731607578e-06,5444.759731607578,5444759.731607578,-5.26402128019458,19.503705771679293,1.618033988749895,0.38196601125010515
-0.25299999999999995,0.8318341491564292,-0.2503095788425692,0.8686788456979627,-0.3009128431387561,8.318341491564292,-2.503095788425692,8.686788456979627,5.320058649313512e-06,5320.0586493135115,5320058.649313512,-5.274083579935624,19.057013293340063,1.618033988749895,0.38196601125010515
-0.25199999999999995,0.8315843237021899,-0.24934128799830763,0.8681610249993279,-0.29983885084346856,8.315843237021898,-2.493412879983076,8.681610249993279,5.198674855098161e-06,5198.674855098161,5198674.855098161,-5.284107344146043,18.622203692085666,1.618033988749895,0.38196601125010515
-0.25099999999999995,0.8313354666635463,-0.2483727478127788,0.8676449043178704,-0.2987635650979617,8.313354666635462,-2.4837274781277876,8.676449043178703,5.080511515240987e-06,5080.511515240987,5080511.515240987,-5.294092559947765,18.198930099277778,1.618033988749895,0.38196601125010515
-0.24999999999999994,0.8310875782893552,-0.24740395925452288,0.8671304872057485,-0.29768698957546635,8.310875782893552,-2.4740395925452288,8.671304872057485,4.965474838087327e-06,4965.474838087327,4965474.838087327,-5.304039214499792,17.786856543280074,1.618033988749895,0.38196601125010515
-0.24899999999999994,0.8308406588275052,-0.2464349232923283,0.8666177772115102,-0.29660912796456174,8.308406588275052,-2.464349232923283,8.666177772115102,4.853473972569075e-06,4853.473972569075,4853473.972569075,-5.3139472949983295,17.38565758594859,1.618033988749895,0.38196601125010515
-0.248,0.8305947085249156,-0.24546564089523104,0.8661067778800118,-0.2955299839691523,8.305947085249155,-2.45465640895231,8.661067778800117,4.744420910289367e-06,4744.420910289367,4744420.910289368,-5.3238167886768615,16.995017971888696,1.618033988749895,0.38196601125010515
-0.247,0.8303497276275367,-0.24449611303251328,0.8655974927523369,-0.29444956130844296,8.303497276275365,-2.4449611303251326,8.655974927523369,4.638230391039615e-06,4638.230391039615,4638230.391039615,-5.333647682806245,16.614632290007094,1.618033988749895,0.38196601125010515
-0.246,0.8301057163803492,-0.24352634067370285,0.8650899253657143,-0.29336786371691553,8.301057163803492,-2.4352634067370285,8.650899253657142,4.534819811623132e-06,4534.8198116231315,4534819.811623132,-5.343439964694836,16.244204646908422,1.618033988749895,0.38196601125010515
-0.245,0.8298626750273647,-0.24255632478857206,0.8645840792534366,-0.2922848949443036,8.298626750273646,-2.4255632478857203,8.645840792534365,4.434109137865033e-06,4434.1091378650335,4434109.137865033,-5.35319362168855,15.883448351705367,1.618033988749895,0.38196601125010515
-0.244,0.8296206038116242,-0.24158606634713667,0.8640799579447767,-0.29120065875556755,8.29620603811624,-2.4158606634713666,8.640799579447766,4.336020819690586e-06,4336.020819690586,4336020.819690586,-5.362908641171001,15.532085611820342,1.618033988749895,0.38196601125010515
-0.243,0.829379502975199,-0.24061556631965508,0.863577564964906,-0.2901151589308691,8.29379502975199,-2.4061556631965506,8.635775649649059,4.240479709161541e-06,4240.479709161541,4240479.709161541,-5.372585010563574,15.189847239382962,1.618033988749895,0.38196601125010515
-0.242,0.82913937275919,-0.2396448256766272,0.8630769038348113,-0.2890283992655456,8.291393727591899,-2.3964482567662717,8.630769038348113,4.147412981361471e-06,4147.412981361471,4147412.981361471,-5.382222717325542,14.856472367832916,1.618033988749895,0.38196601125010515
-0.241,0.8289002134037274,-0.23867384538879366,0.8625779780712111,-0.2879403835700839,8.289002134037274,-2.3867384538879364,8.62577978071211,4.056750058027025e-06,4056.7500580270253,4056750.0580270253,-5.391821748954165,14.531708178359073,1.618033988749895,0.38196601125010515
-0.24,0.8286620251479704,-0.23770262642713458,0.862080791186472,-0.28685111567009375,8.286620251479704,-2.3770262642713456,8.62080791186472,3.968422533825404e-06,3968.422533825404,3968422.5338254045,-5.401382092984785,14.215309635817572,1.618033988749895,0.38196601125010515
-0.239,0.8284248082301073,-0.2367311697628689,0.8615853466885254,-0.28576059940628107,8.284248082301072,-2.367311697628689,8.615853466885254,3.8823641051816e-06,3882.3641051816,3882364.1051815995,-5.410903736990943,13.907039233783458,1.618033988749895,0.38196601125010515
-0.238,0.8281885628873551,-0.23575947636745317,0.8610916480807825,-0.2846688386344206,8.28188562887355,-2.357594763674532,8.610916480807825,3.798510501563722e-06,3798.510501563722,3798510.501563722,-5.420386668584464,13.606666748407463,1.618033988749895,0.38196601125010515
-0.237,0.8279532893559589,-0.23478754721258074,0.8605996988620505,-0.28357583722532853,8.279532893559589,-2.3478754721258075,8.605996988620504,3.716799419136887e-06,3716.799419136887,3716799.419136887,-5.429830875415575,13.313969000757194,1.618033988749895,0.38196601125010515
-0.236,0.8277189878711925,-0.23381538327018064,0.8601095025264474,-0.28248159906483433,8.277189878711924,-2.3381538327018063,8.601095025264472,3.6371704567006988e-06,3637.1704567006987,3637170.456700699,-5.439236345173,13.028729627338418,1.618033988749895,0.38196601125010515
-0.235,0.827485658667357,-0.23284298551241678,0.8596210625633165,-0.2813861280537526,8.27485658667357,-2.328429855124168,8.596210625633164,3.559565053827567e-06,3559.5650538275668,3559565.053827567,-5.448603065584075,12.750738858499972,1.618033988749895,0.38196601125010515
-0.23399999999999999,0.8272533019777819,-0.23187035491168678,0.859134382457142,-0.28028942810785457,8.272533019777818,-2.3187035491168677,8.59134382457142,3.483926431123027e-06,3483.9264311230268,3483926.431123027,-5.457931024414848,12.479793304439896,1.618033988749895,0.38196601125010515
-0.23299999999999998,0.8270219180348237,-0.23089749244062122,0.8586494656874628,-0.2791915031578386,8.270219180348237,-2.308974924406212,8.586494656874628,3.410199532531642e-06,3410.199532531642,3410199.532531642,-5.467220209470182,12.215695748539067,1.618033988749895,0.38196601125010515
