theta_c_xi,theta_c_p1,theta_c_direct_tau,theta_c_constrained,delta_theta_constrained_minus_xi,delta_theta_direct_tau_minus_xi,p_xi,p_constrained,q_direct_tau,q_prediction_from_p,p_minus_1,q_direct_minus_1,relative_std_exact_identity,C_tau_exact_mean,C_tau_constrained
-29.316136620641647,-29.316144943498543,-29.31683195725294,-29.316136620641654,-7.105427357601002e-15,-0.0006953366112938397,1.0008434049962016,1.0008434049959551,0.9667320852548075,1.0008434049959551,0.0008434049959551437,-0.03326791474519253,2.6849175859721315e-16,6.935100477359351e-15,6.9351004773483294e-15
