N,A_hat,theta_c_hat_deg,p_hat,B_hat,RSS_min,RMSE_log,A_p1,theta_c_p1_deg,B_p1,RSS_p1,RMSE_p1,LR_observed,p_asymptotic,p_profile_min,LR_profile_min,p_profile_lower_95,p_profile_upper_95,LR_p1_profile,profile_contains_p1
15,19.830667417039564,-29.316136620637884,1.0008434054003335,5.527682212613853,4.5951236971263294e-08,5.534813274252547e-05,19.882312371139943,-29.316144943497097,5.405311471599188,3.061906476692961e-07,0.00014287305499855366,28.449407567519614,9.61791928990653e-08,1.0008433992223287,5.8612281683340714e-09,1.00065189314,1.001034945034,28.449407567519614,False
