theta_rad,theta_deg,xp_A,yp_A,d_A,k,A,B,C,G,lambda,S0,xi0,xi1,f,beta,delta,exponent,tau_p_s,Omega_rad_s,nu_tunnel_Hz
-0.5201081170943102,-29.799999999999997,1.0322345466310714,-0.29697396102755524,1.074105065990776,-0.2877000794022989,0.876508441030291,0.623491558969709,-0.646885251905443,0.6646788990532775,0.4465879634985393,1.277886208492545,46.61929893362377,-0.1906851013223513,0.0018043462071109918,0.08206229960414521,10.74105065990776,0.13410423144209127,1.7010917842220566e-16,1.846809609410057e+16,2939288782872230.5
-0.5197590512439113,-29.779999999999998,1.0320611228635563,-0.29667102347039487,1.0738546724270264,-0.2874548967092681,0.8766589472224353,0.6233410527775648,-0.646620135625654,0.6650594415017701,0.4466629611819346,1.277886208492545,48.37995249442217,-0.19069538952703471,0.0016748427521993416,0.08208339470680413,10.738546724270263,0.13036759792732866,1.6330716833877e-16,1.923732243689858e+16,3061714957685035.0
-0.5194099853935125,-29.76,1.0318878048517608,-0.2963680253953768,1.0736044188985718,-0.2872095435200463,0.8768093916825473,0.6231906083174528,-0.6463547041910662,0.6654400430681174,0.44673793128345257,1.277886208492545,50.30041897556188,-0.19070566347975054,0.0015488660662801572,0.08210449459034039,10.736044188985717,0.12673609441123168,1.5650273860400113e-16,2.0073723192403456e+16,3194832272329431.5
-0.5190609195431135,-29.739999999999995,1.0317145926168028,-0.2960649668394204,1.0733543055338635,-0.2869640198540685,0.8769597743373023,0.6230402256626976,-0.6460889577310476,0.6658207032936292,0.4468128737311527,1.277886208492545,52.403311973505346,-0.19071592322039324,0.0014265609562151456,0.08212559923246243,10.733543055338634,0.12321374546077837,1.4969423369585365e-16,2.098673125895304e+16,3340142019203572.0
-0.5187118536927147,-29.719999999999995,1.031541486179788,-0.29576184783945264,1.0731043324613936,-0.2867183257309189,0.8771100951134057,0.6228899048865942,-0.6458228963751197,0.6662014217191514,0.44688778845315613,1.277886208492545,54.715724705279555,-0.19072616878895268,0.0013080754529767508,0.08214670861085466,10.731043324613935,0.11980466091618558,1.4287988926804546e-16,2.1987647594659764e+16,3499442801652724.0
-0.5183627878423158,-29.699999999999996,1.0313684855618086,-0.2954586684324075,1.0728544998096947,-0.2864724611703302,0.8772603539375929,0.6227396460624072,-0.6455565202529576,0.6665821978850677,0.4469626753776463,1.277886208492545,57.27039700904319,-0.19073640022551394,0.001193560880274518,0.08216782270317757,10.728544998096947,0.1165130376650837,1.3605782784942683e-16,2.30901279496138e+16,3674907999805366.5
-0.518013721991917,-29.68,1.0311955907839447,-0.2951554286552265,1.0726048077073398,-0.28622642619218414,0.8774105507366294,0.6225894492633706,-0.6452898294943901,0.6669630313312995,0.44703753443286837,1.277886208492545,60.10726722120381,-0.19074661757025715,0.0010831719247689565,0.08218894148706771,10.726048077073397,0.11334316145735658,1.292260542748538e-16,2.4310830128016364e+16,3869188785541179.0
-0.5176646561415181,-29.66,1.0310228018672625,-0.2948521285448584,1.072355256282942,-0.2859802208165118,0.8775606854373114,0.6224393145626885,-0.6450228242293985,0.6673439215973077,0.4471123655471297,1.277886208492545,63.275565630987586,-0.19075682086345722,0.000977066707913616,0.08221006494013774,10.723552562829418,0.11029940876168447,1.2238245082783071e-16,2.5670287139529736e+16,4085553088844468.0
-0.5173155902911192,-29.639999999999993,1.030850118832816,-0.29454876813825953,1.072105845665155,-0.2857338450634933,0.8777107579664649,0.622289242033535,-0.6447555045881183,0.6677248682220918,0.44718716864879937,1.277886208492545,66.8366836303152,-0.19076701014548378,0.000875406859476848,0.08223119303997656,10.72105845665155,0.10738624866513174,1.1552477207434636e-16,2.7194103889406596e+16,4328076056953596.5
-0.5169665244407203,-29.619999999999997,1.030677541701646,-0.2942453474723934,1.0718565759826721,-0.28548729895345837,0.8778607682509467,0.6221392317490535,-0.6444878707008377,0.6681058707441905,0.4472619436663086,1.277886208492545,70.86817595541446,-0.19077718545680095,0.0007783575927727565,0.08225232576414904,10.71856575982672,0.10460824481648634,1.0865063936428471e-16,2.8914626475934824e+16,4601905731300817.0
-0.5166174585903215,-29.599999999999998,1.030505070494781,-0.2939418665842309,1.0716074473642272,-0.28524058250688594,0.8780107162176428,0.6219892837823571,-0.6442199226979982,0.6684869287016834,0.44733669052815045,1.277886208492545,75.46945486724162,-0.19078734683796686,0.0006860877816550991,0.0822734630901963,10.716074473642271,0.10197005741475174,1.017575349764681e-16,3.0873317187924228e+16,4913641040102115.0
-0.5162683927399226,-29.58,1.0303327052332354,-0.29363832551075025,1.0713584599385932,-0.28499369574440486,0.8781606017934711,0.6218393982065287,-0.6439516607101945,0.6688680416321912,0.4474114091628799,1.277886208492545,80.77007399682873,-0.19079749432963408,0.0005987700393151058,0.08229460499563576,10.713584599385932,0.09947644524381871,9.484279588062724e-17,3.3124209639959596e+16,5271881700211781.0
-0.5159193268895238,-29.56,1.0301604459380118,-0.293334724288937,1.071109613834583,-0.28474663868679334,0.8783104249053793,0.6216895750946207,-0.6436830848681743,0.6692492090728758,0.4474860994991141,1.277886208492545,86.94208859904252,-0.19080762797254894,0.0005165807989316658,0.08231575145796101,10.71109613834583,0.09713226775455598,8.79036070879451e-17,3.5739064159753052e+16,5688048722503093.0
-0.5155702610391248,-29.539999999999996,1.0299882926300992,-0.29303106295578396,1.0708609091810493,-0.28449941135497986,0.8784601854803449,0.6215398145196551,-0.6434141953028379,0.6696304305604405,0.4475607614655316,1.277886208492545,94.21904159575301,-0.19081774780755134,0.0004397003962191222,0.08233690245464186,10.708609091810493,0.09494248719546194,8.093699455923718e-17,3.881528676346494e+16,6177644755934862.0
-0.515221195188726,-29.519999999999996,1.0298162453304744,-0.2927273415482915,1.0706123461068837,-0.2842520137700425,0.8786098834453767,0.6213901165546234,-0.6431449921452391,0.6700117056311318,0.44763539499087335,1.277886208492545,102.92612570421886,-0.19082785387557488,0.0003683131539262471,0.08235805796312443,10.706123461068836,0.0929121707932541,7.393981763797402e-17,4.248850962781295e+16,6762256331874018.0
-0.5148721293383272,-29.499999999999996,1.0296443040601004,-0.29242356010346704,1.0703639247410175,-0.2840044459532097,0.8787595187275136,0.6212404812724864,-0.6428754755265842,0.6703930338207392,0.44771000000394207,1.277886208492545,113.53003179994167,-0.19083794621764633,0.00030260746833343,0.08237921796083118,10.703639247410175,0.09104649298458038,6.690876097207852e-17,4.695338260561724e+16,7472862936569000.0
-0.5145230634879283,-29.479999999999997,1.029472468839928,-0.2921197186583255,1.0701156452124208,-0.28375670792586005,0.8789090912538251,0.6210909087461747,-0.6426056455782322,0.6707744146645955,0.44778457643360214,1.277886208492545,126.72530348441121,-0.19084802487488578,0.00024277589780140698,0.08240038242516086,10.701156452124208,0.08935073770021218,5.984032588592316e-17,5.2499591322058984e+16,8355569469210060.0
-0.5141739976375295,-29.46,1.0293007396908944,-0.291815817249889,1.069867507650103,-0.28350879970952236,0.879058600951412,0.6209413990485881,-0.642335502431695,0.6711558476975789,0.44785912420878016,1.277886208492545,143.592725239037,-0.19085808988850608,0.00018901525342593064,0.08242155133348868,10.69867507650103,0.08783030070310531,5.273082116083128e-17,5.957792016945459e+16,9482120494103030.0
-0.5138249317871306,-29.44,1.0291291166339247,-0.29151185591518697,1.0696195121831122,-0.2832607213258759,0.8792080477474041,0.6207919522525958,-0.642065046218637,0.6715373324541107,0.4479336432584646,1.277886208492545,165.91116619144046,-0.19086814129981308,0.00014152669185346918,0.0824427246631661,10.696195121831122,0.08649069198172818,4.557635317893047e-17,6.8930320977109736e+16,1.097060131241798e+16
-0.5134758659367317,-29.419999999999995,1.0289575996899303,-0.29120783469125616,1.0693716589405355,-0.28301247279675057,0.8793574315689638,0.6206425684310363,-0.6417942770708756,0.6719188684681598,0.4480081335117054,1.277886208492545,196.82973844346577,-0.19087817915020483,0.00010051581031272318,0.08246390239152118,10.693716589405355,0.08533753820004468,3.837281538116959e-17,8.187026733335402e+16,1.3030057738358216e+16
